,comment,status
5054,Excellent food in a kinda strange set up. Couldn't quite tell why a number was told to us when we entered. It was where we were to sit and tell the order taker to bring our food.,1
5055,"I've tried all the tortas and they are delicious, same with the ""almost naked"" guacamole and the churros. Highly recommend it.",1
5056,"Churros are wonderful and come with dipping sauce. Great menu, and friendly greeting. Service deteriorated once we sat down.",1
5057,The Milanesa torta was delicious. The only issues I had was the lack of space and if you want water you have to get up and get it yourself.,1
5058,"Every dish here is ¡sabroso! Don't be afraid of the spicy mezcal cocktail, and definitely get the churros for dessert.",1
5059,"Great tasting food, casual atmosphere, and outstanding service!!!  Had the chicken torta which was great.  Churros are outstanding as well.  Would highly recommend!",1
5060,One of the best places to get caldos or sandwhich.  Be prepared to wait during rush hour.  Their pork belly sandwhich or soup is one of the best in town.  For desert never forget to get their churros.,1
5061,I love the sandwiches here.  Great flavor and hearty.  Only problem is there is a lot of pork on the menu bad for me but others will love that.,1
5062,"Some of my favorite food in the city.  Seating is a little small for larger groups but it's still worth it, especially if you have friends from out of town who want to try something different.",1
5063,"Rick Bayless does it again!! It is a great lunch stop.. right by my office! So delicious and can't pass up the churro's. So many diffent kinds, but still love the orginal.",1
5064,"We went to Xoco for dessert and got a churro with the chocolate dipping sauce and the glazed chocolate/peanut churro. They were both pretty good, but we didn't think it was anything amazing.",1
5065,The churros are amazing. Other food is great too so either come for dessert or a full meal but don't forget the churros.,1
5066,Good breakfast option in the area. I enjoyed the wood-oven chilaquiles. Found the churros a bit tough but I am used to continental vs. American churros I suppose.,1
5067,Wow the churros here are great. The bread sandwhiches are good also. Great place to hangout and enjoy a quick not over filling meal!,1
5068,XOCO is Rick Bayless's local sandwich shop. The tortas are freaking amazing and I would highly recommend the Ahogada. It is pork carnitas in a spicy chili sauce.,1
5069,The best fresh made churros!,1
5070,Awesome churros and hot chocolate.  Great food as well.  This is my preferred Rick Bayless restaurant as his others are much more busy.,1
5071,Excellent!   I had the Saturday goat special.  Wonderful!  Very tasty!  Service excellent.   Price good for a Chicago dinner.,1
5072,"They charge u before u get a table, so when u realize how shitty this place is u can't leave... After a $45 lunch I had to get my own refill ... No waiters at all... Place sucks to bad cause I was a big fan of rick bayless",0
5073,Love this place!  Their Cubana sandwich is the greatest sandwich in the history of sandwiches (IMO). :),1
5074,"Delicious food! Can not say more than that! Love their ice cream for desert! Always packed though, so plan on time.",1
5075,Chicken tinga taco and pepito torta (beef) were delicious.,1
5076,Worth the wait. Got a Cubano torta. It was amazing. Can safely recommend the hot chocolate and churros with dipping sauce.,1
5077,Amazing flavor combinations! Friendly service.,1
5078,"Nice place. While I didn't fancy my own soup so much, the others seemed very happy with theirs. Staff was kind and service was prompt.",1
5079,"Worth going. Great food, and despite being very busy when we got there they move people through quickly. Try the Milanesa torta.",1
5080,"Great place!  Love Rick Bayless and I cannot wait for the Wicker Park location to open up.  I am going to be spending a lot of money there, but it is so worth it! Highly recommend to anyone.",1
5081,"Good but not great, over rated!",1
5082,It's  one of the restaurants  that I have visit and love the flavors and I don't just like food I love food  and this one is a favorite delicious   in every bite,1
5083,"Loved It. Had the Cubana torta, some chips and guacamole, and a churro with chocolate. Everything was delicious! I'll be back to try more items.",1
5084,"Great, perfectly portioned food, quick service, intimate atmosphere... but maybe a little too intimate, as you're pretty much sitting right next to patrons not in your party and can hear ALL the details.",1
5085,"Fabulous! My favorites are ahogada, Pepito and cubana. Bread is great, service is fast, sauces are very very tasty",1
5086,1st timer and the food was amazing.  I will overlook this time fact that the host asked if I wanted more water and never came back with it.,1
5087,Such a great experience every time. These folks know how to make damn good Mexican food. I especially love the empanadas.,1
5088,"This is good food, very good food indeed! Already planning our next trips here to try all the sandwiches and all the desserts!",1
5089,one of the oldest mexican restaurants in Chicago. The chef follows the traditional   from Mexico. It famuous for it original flavor and amexican ambiance in this restaurant. The dishes are really delicious.,1
5090,Really glad i got to try out the tacos during my week in Chicago! Tasty food and great atmosphere! Busy place!,1
5091,Nice food,1
5092,Bombass tortas just service is slow. They get too busy and forget your order. Waited over an hour and a half to get our dessert.,1
5093,"Amazing food, very casual environment. You queue in line, they find a spot for you while you order, presto, food arrives excellent.",1
5094,Overrated and expensive.  Lemonade was tart not sweet. Tacos were blah...plain not bursting with flavor,0
5095,"Had a mushroom Mexican Sandwich and Churro. Very unique and tasty experience. Small place, but well run..",1
5096,Amazing food and loud music. Generally packed up with crowd.,1
5097,"Get there early because a line starts to form!  Well worth the wait!  Amazing flavors and a wonderful menu!  Who knows, you might even get to see Rick Bayless!",1
5098,The food was really good but some of the staff could have been a touch better. I’d still recommend trying them out though.,1
5099,Really tasty chicken torta. It tasted like a Mexican version of a Philly cheese steak.,1
5100,"Good tortas - but LONG lines, esp during lunchtime, and very limited vegetarian options. Also a bit on the pricey side. A good indulgence once in a while.",1
5101,"The tortas & the churros were excellent!  If you're looking for the best places to eat in Chicago, you definitely have to go here!",1
5102,Great sandwiches! The best are milanesa and Cubana. The churros are also delicious.,1
5103,"Delicious ahogado sandwiches. For those that don't know what that means, it means a 'drowned' sandwich where the sandwich is served submerged in a delicious sauce or soup. Try 'em all, but be sure to save some room for a churro. Rick Bayless FTW!",1
5104,"A pricey place to grab lunch, but worth it, as it's the brainchild of chef Rick Bayless. You'll love the tortas and dipping sauces/caldos (soups).",1
5105,one of the best churros in town! it takes some time to get the order but it is worth it - that's why there is line! :) love it!!!,1
5106,"Awesome staff, well organized, clean, delicious food! Dining there or on the go! Loved the artwork that adorns the walls.",1
5107,Good size. Great flavour!,1
5108,"The carnitas was excellent, but I have never seen a Mexican restaurant without corn tortillas. Odd menu.",1
5109,Great local to go option. Tortas are a must.,1
5110,Great meal. Always a go to for Mexican food. Did not take higher because the Cubano torta was meh.,1
5111,Loved it! Wasn't typical Mexican food you can get anywhere. Great ambiance too.,1
5112,Some of the best tacos in Chicago. Make sure you prepare for a wait during rush hour. Seating is cozy.,1
5113,"Honestly, this place is overrated.  The place is really small (beside the kitchen) and the food not too good for the price (soup too salty, guacamole average).  The service is below average. Unfortunately, it will be our last time",0
5114,"I LOVE this restaurant.  Even though they're are only three options for a vegetarian,  I still come back.  Save room for churros!",1
5115,"Very good Mexican cusine. It's bar not a restaurant but here it's plus. Great food, here first time I tried goat meat.",1
5116,Shared a wonderful brunch with my wife! Were newlyweds! The chocolate is rich! The food is tasty! The serivce is warm!,1
5117,Great taste but it's a Mexican restaurant in downtown Chicago so the sizes are shrunk down to help with their profits....that being said  the fos is delicious and their customer service is on point.,1
5118,"Whoa, some of the best food ever. Still wishing for more of the hot cocoa! Was very impressed with the efficiency of seating everybody.",1
5119,"Incredible Mexican food, authentic, genuine flavors. Service was exceptional, all around a great experience.",1
5120,Super tasty Mexican sandwiches! Be prepared... super rich sandwiches. I needed a coffee and walk afterwards. But it was well worth it!,1
5121,Chocolate drinks are very strong and tasty. Portions are tiny. Ok pricing. Overall not bad.,1
5122,I was surprisingly impressed with the menu being limited i ordered something I wouldn't typically and I was blown away by how delicious it was!,1
5123,"I love how fast they are to serve you, the flavor of the margaritas, and how crispy the chips are! Not to mention the smells! I like coming here on break.",1
5124,"I""ve been here three times, and everytime I went here I regreted it.  The food is too salty and It's always too crowded to be seated.  The Hot chocolates are just simply too sweet.  How can you mess up Chocolate!!!!???",0
5125,The breakfast was amazing and during lunch the seafood soup is good for a rainy day.  Also their hot chocolate is delicious.,1
5126,One of my favorite restaurants in the country. The Pepito is amazing and the churros with chocolate sauce are delicious.,1
5127,I do not like that spicy chocolate at all. Who the hell idea was it to make chocolate spicy hot? Taste terrible,0
5128,I'm gonna think about that guacamole on my death bed,1
5129,Really nice Mexican sandwich place. Also love their chicken tortilla soup. Just amazing.,1
5130,"I love this place. The food is fresh, delicious, well seasoned, and balanced. Service is fast and friendly.",1
5131,We always go here when in Chicago.  Reasonably priced wonderful food with caring service.,1
5132,"The food was edible but nothing spectacular. I had heard great things about this restaurant, so I was rather disappointed.",1
5133,"The carnitas tacos and chicken milanesa were decent but underwhelming. Maybe I should have tried Frontera or Topolobampo, which are both right next door.",1
5134,Mango Panna Cotta was very nice!,1
5135,Terrible experience. Not able to sit a group of 9 even in 3 tables. They put all the excuses to avoid providing the service. Think before go to that place.,0
5136,"Food is good plus I've had way better churros than the ones this place is so famous for, a little pricey for what you get for but I like this kind of restaurant in the heart of Clark street.",1
5137,"Always a great meal at Xoco, I've had the albogoda (totally spelled wrong!), which is delicious, sopas, goat barbacoa, dessert and of course the fantastic churros & chocolate. Gracias Senor Bayless!",1
5138,"Great food! Fast service.

The carnitas tacos and cinnamon churro sundaes especially were 👌",1
5139,Ahogada sandwich was amazing,1
5140,"The churro chicken sandwich was delicious, the only reason it’s a 4 is the marg I ordered was a bit mediocre and watered down",1
5141,Very distinctive modern central American cuisine.  A tad expensive,1
5142,"Get the churros!! They’re so good! It’s
A counter service place that I found kind of weird because the refill situation was tricky. Not great for bigger than a party of 6.",1
5143,"Great margaritas!

Churros with chocolate shot-- drooling as a think about them.

Fun atmosphere, great staff!",1
5144,"Didn't expect it, but it has great service. Awesome food, great drinks. Probably the best place in river north for lunch and Happy hour.",1
5145,"Excellent Mexican food; very fresh, high-quality food and authentic culturally.  Love it.  Magnifico!",1
5146,Come here. Right now. Stop scrolling for a place to eat. This is what you want.,1
5147,Perhaps my favorite place for lunch downtown. Best hot chocolate ever with the fresh cocoa and chilles. Unrivaled.,1
5148,Service was good. The food was very salty and covered up all the other flavors. Not a very big alcoholic beverage selection.,1
5149,the food here is amazing great taste and everyone is very friendly you also have great music and the mexican food is very good.. the price is a little high but you will definlty get ur moneys worth.,1
5150,"i love the food and the location is convenient if you're staying downtown. the wait for a table can be brutal, however, and that's why i can only give it 3 stars.",1
5151,"It was pretty good, A very goofy seating set up though and we waited a long time for two tacos.",1
5152,Really delicious!,1
5153,"Love the tortas here, he has truly captured the Mexican taste with his own twist, wonderful!",1
5154,Found a hair in my guac but it was still so dam good  5 stars,1
5155,"GREAT Mexican street food.  Show up early for a table without waiting, order literally anything on the menu but definitely get the churros with chocolate sauce.",1
5156,I went here to get some delicious churros and ended up getting the most amazing pork belly sandwich ever! Went back again to try more things and was not disappointed,1
5157,Exquisite sandwiches with authentic Mexican flavors.  Bayless shoots the lights out with Xoco.  The Cochinita Pibil is among my top sandwiches ever.,1
5158,By far the best Mexican good I've had in Chicago! Lunch menu is awesome; I highly recommend.,1
5159,"Very good food, been here a decent amount of times a must try if you come around!",1
5160,Cool spot to checkout for a quick bite. I'd return. It has a fast food feel to it- the churros are overrated and small.,1
5161,Great churros and tortas,1
5162,High Quality in Mexican Food,1
5163,"The food is always good...true to Mexican flavors and ingredients, with a light american touch. One of the best in town",1
5164,The hot chocolate and churros here were amazing. The authentic is the best flavor.,1
5165,"Amazing, Rick Bayless is a genius. The flavors, sauces everything is great. Still the best chef anywhere.",1
5166,I had a torta ahogada and it was horrible !! So sad and disappointed :( since I love the tortas at ohare I was expecting something better at this restaurant but I was totally wrong !!,0
5167,"Xoco is a very good mexican restaurant to stop by in Chicago. Rick Bayless is a true genius when it comes to Mexican Cuisine.  Xoco is great place to stop by for tamales, tortas, mexican hot chocolate.  ALSO, Rick Bayless has two other restaurants that are next door to Xoco.",1
5168,"extraordinary and gourmet Mexican food, la torta ahogada is really good and the soups are good also if you are here in Chicago you have to stop in this great restaurant.",1
5169,"YEs, ths place is incredibly great! i love latina food and people. I would reccomend this place to all of my frineds and family, i truly enjoy this place so moist. I love the menus and its in a great locarion",1
5170,"The food here was really good,  and the wait staff was pretty attentive.  Even though I don't like avacado, the guacamiole was pretty good.",1
5171,"Friendly staff and fantastic sandwich. Price is a little bit high, though.
I love their mashroom sandwich, Just tasty. Try it!",1
5172,"If you like hot chocolate, try the authentic version. No milk. A little spice and cacao. A little cup of heaven to end your day.",1
5173,Highly recommend. Free sparkling water. Awesome soups and drinks.,1
5174,Went to pick up deserts. The mango cheesecake and churros were excellent. Would surely come back to dine in.,1
5175,"Just finished my third visit to xoco. Any wait time is well worth it .  The tortas are tremendous, especially the ahogada!!  Delicious!!",1
5176,This is the best counter gourmet Mexican food I've ever had. I had a shrimp torta and had to come back for a different one.,1
5177,Carnitas tacos and margaritas were on point.,1
5178,Good food but the service was unbelievably slow. I would recommend getting pickup.,1
5179,The tortas here are delicious. The music and service is great. Would definitely recommend.,1
5180,"Fun little “Tortas” (Sandwhich) place, obviously Mexican and part of Rick Bayless’ restaurant group. Tasty perfect for lunch, not so expensive",1
5181,We ordered churros with hot chocolate and they were really really good!,1
5182,Anything here has a ton of flavor.  For a decent price you get high end tortas and other great food.,1
5183,"The best Mexican restaurant in a 50 mile radius, would definitely recommend it. Wonderful food and service!",1
5184,A very different kind if place. Enjoyed it good was good. Lingua taco's yum,1
5185,"A little confusion about seating and the server, but amazing food.",1
5186,We are here for a short vacation and we still back to here Exelent food Exelent attention and great prices !!! Thanks,1
5187,"Good chocolate, good tacos, portions are a little small, but the flavor makes up for it!",1
5188,We had the Cubans torta and special Saturday goat barbacoa torta... both were excellent!,1
5189,"The least fancy of the Bayless restaurants, the food is still excellent.  It sometimes takes a while to get food, but it is well worth the wait.",1
5190,Nice food,1
5191,service was slow.  chorizo sandwich was disgusting.  but the chips and guac were really good,1
5192,Love this place. Great and cozy place for fast romantic dates. Food is great atmosphere is awesome and there churros are amazing.,1
5193,Good food,1
5194,Such fresh mexican food. Great for a summer day. Love the tortas and guacamole!,1
5195,"Torta's are great, but the bread is a bit too hard. I prefer a traditional bolillo for torta's.",1
5196,"Food was great that I could eat being gluten free, this place was one of my need to go places after learning that Rick Bayless owned it",1
5197,Affordable Bayless. One of the best spots for an easy bite in the area. Churros also rock. Veggie options are perfect.,1
5198,"Upscale Mexican street food. If you think you are paying too much for what is street food, remember; this is really top notch ingredients cooked perfectly.",1
5199,Service is terrible.  Slow and rude,0
5200,"Amazing food, great service. A must try is the carnitas tacos and the milanesa torta😍.",1
5201,Good food,1
5202,"Great food, but be ready for a wait. It's a very popular spot but it is a well earned reputation.",1
5203,"Worth it for just hot chocolate and churros, but there is an overabundance of quality food here.  Well done!  Bayless is underappreciated in this town.",1
5204,Always good but the portions seem like they are a lot less than a year ago.,1
5205,"Growing up in San Diego, I'm a big fan of Mexican cuisine, and for casual Mexican in Chicago it doesn't get better than Xoco.  Save room for Churros!",1
5206,Just yes! (¡Si!),1
5207,Surprisingly delicious.  Guacamole took me back to California avocados. Very fresh.,1
5208,"Short ribs tacos delicious, small place but very well organized, hostess always smiling",1
5209,LOVED their Torta Ahogada. I dont eat red meat so they made it with chicken for me 🤤,1
5210,Fantastic take on Mexican. Chill atmosphere and drinks if you want em. A must try when in the area.,1
5211,Food is amazing - love the caldos.  I recommend getting a churro for desert.  Not the cheapest spot but it's worth it.,1
5212,Excellent value and quality. Much better deal than Frontera. Service is sometimes iffy. New guac bar is great!,1
5213,"Amazing food, simply fantastic.
Have the churros, they're made fresh to order.",1
5214,Great fresh Mexican food.  And good drinks.  They even have a happy hour.,1
5215,"Quick delicious Mexican food. If you want Rick Bayless at a price that is more than fair, this is the place to be",1
5216,"I really dont know what all the fuss is about this place.
the food is ok, but chicago has better places for latin food.
you have to wait way too long and the staff is not so friendly.",0
5217,"The tlayuda I had was incredible!! Reasonably priced, too.  Definitely coming back.",1
5218,Yum! You can't go wrong here... But get the cubano and the churro with chocolate. You won't regret it.,1
5219,The sandwiches are great. Although there is normally a line the staff is great at moving you through.  Definitely a must!!!,1
5220,Tasty and great for a quick bite. Decent flavor and worth checking out if you're in the neighborhood.,1
5221,Have never been disappointed with anything on the menu and they are constantly one of my favorite places to eat!,1
5222,Amazing food and I didn't feel gross after eating a Torta,1
5223,"Torta bread was very hard, the music was so loud you had to yell to talk to someone,the food wasn't bad but authentic as Chipotle and it was very unorganized",1
5224,The hot chocolate here is superb. You could go just for that. But while you're there you should try the Goat Barbacoa,1
5225,Good tortas - I'm not sure how legit it is but Rick Bayliss is a culinary genius. Not sure how it stacks up next to Frontera or Topalobambo but Xoco is good in it's own right.,1
5226,Delicious lettuce tacos.,1
5227,went for breakfast and received poor customer service but the food was good. I may want to go back for lunch because I've heard very good things about it,1
5228,"The wait time was a bit long, but the food and my cider margarita were absolutely delicious!",1
5229,"Great tortas and caldos. Nice beer selection. Try the sikil pak, interesting alternative to guacamole.",1
5230,Some of the best food for a great price. I had there Cubana sandwich. One of the best I have had.,1
5231,"Very unique layout, intimate lighting and great food. Definitely a place worth checking out for a date night.",1
5232,"Awesome Mexican sandwiches, perfect place for a quick high quality bite, churros are trademark but can be hit and miss",1
5233,Customer service is excellent  and food packed with flavor. Sidewalk eating area is cozy with an excellent view,1
5234,"This place is awesome, good food friendly service.  Be patient and they will find you a place to seat.",1
5235,The huevos rancheros were amazing and the churros were both delicate and crunchy.,1
5236,Amazing food and the host is always so sweet barely a wait. Definitely a must try,1
5237,Not that much food for what I paid. Staff was very friendly and helpful. Seating was cramped and awkward. The Margaritas are quite strong.,1
5238,Pozole was amazing.  Tres Leches was off the hook.  Well run and staff are in top of it.,1
5239,"The churro was good, but I was disappointed with the hot chocolate it was luke warm when I got it and the consistency was chalky.",1
5240,"Authentic Mexican food. Fast, friendly service. Be sure to get the Churros!",1
5241,"Delicious (and very spicy) vegetarian tacos, and the chocolate-covered churros were to die for... A must-try!",1
5242,Great food at a reasonable price. The hot chocolate is like drinking the richest chocolate cake you can imagine...,1
5243,My preferred place for tasty Mexican food. bring your hunger - portions are large.,1
5244,"Food was great. Service by guy taking orders and money was so-so, but maybe he was having a bad day.",1
5245,"Carnitas soup is great, along with fully dressed guac. A little pricy, but worth it.",1
5246,"Went for lunch, wait was a tad long but expected. Modest pricing. Food was delicious though.",1
5247,"Amazing sandwiches, good portions and fittingly decorated.  Definitely recommend!",1
5248,"The food is fine, but not worth waiting in line for.  The churros and hot chocolate are excellent.",1
5249,"Great food, great prices, but drink sizes were all too small.",1
5250,Great sandwiches. There is a limited outdoor seating area to take advantage of when the weather is cooperating.,1
5251,Pretty good Mexican food. Usually really busy so it can be tough to get a table,1
5252,"Sandwiches were awesome.  Chicharonnes were alright, and churros were great.  Knowledgeable and friendly staff.",1
5253,Rick Bayless' finest! This is a casual joint with the most scrumptious food experience. Swing by grab a milanese and you'll know what Im talking about :).,1
5254,"Went here on a whim - the best tortas ever. Gracious service, and phenomenal guacamole.",1
5255,Not great Mexican food for the price and location. But its quick and easy. If your desperate then I would go.,0
5256,"Saw cooks wiping their face and then touching food, no hair nets.  I watched for a while then had to cancel my order...too gross",0
5257,"Delicious. Love their vegetarian options, especially their torta. Don't miss the churros y chocolat!!!!!",1
5258,Food was great. Service was exceptional. Definitely skip lunch hour. Gets very crowded.,1
5259,"I ordered a chicken taco that was good and vegetable soup was so salty I couldn't complete it.
I don't think I'm gonna come back",1
5260,Had a very nice meal in the outside on the sidewalk. It was a beautiful Chicago days with the good Xoco food.,1
5261,Milanesa torta is incredible. Good service and food all around.,1
5262,"Absolutely delicious food, best guacamole ever, hostess/manager was helpful with menu recommendations.",1
5263,Had the baja chicken torta and it was very good but kinda small for the price.,1
5264,"Just incredible sandwiches.  If you like spice, bd sure to ask for their hottest sauce....awesome!",1
5265,Very good tacos!!! The short ribs and the pork tacos was so flavorful... Yummy,1
5266,Music is a little too loud but food is great.,1
5267,This is one of my favorite restaurants! Very good Mexican food. Great for lunch!,1
5268,"Rick Bayless's genius shines through, and your wait is significantly less. The food is layered and executed perfectly.",1
5269,"Good place to grab a quick snack, fairly cheap meal (for River North anyways), or to treat yo'self to sweet treats like churros.",1
5270,Without question my favorite quick bite in the city. The Cubano is perfection,1
5271,Great good. The salad was perfect portion with crispy grilled chicken,1
5272,"The wife and I love the hot chocolate here, as well as breakfast. The staff is always great as well.",1
5273,Tasty traditional Mexican foods with a twist. Very high quality ingredients.,1
5274,Awesome churros!,1
5275,Truly unique dishes all very tasty. Staff laid back and they bend over backwards to help.,1
5276,Great lunch place - the soups are filling and rich! Get there early because they get busy fast!,1
5277,"great sandwich, very filling",1
5278,"I like the churros,but today I went, ordered it,honestly were very bad,doughy,cold,they looked like they were sitting under a heat lamp for awhile👎",1
5279,Very good authentic food!!! Crowded during lunch time. Prepare to wait little longer.,1
5280,we came to Chicago from indianapolis and stopped by xoco....the chilaquilles was excellent and there hot chocolate was delicious!,1
5281,I go there frequently for lunch or dinner and I never have been disappointed by food or service. Awesome place!,1
5282,"The food is SO FRESH and they have specials everyday and seriously everything just melts in mouth, it is like an orgasm!! :D",1
5283,The seasonal cauliflower al pastor torta was phenomenal!,1
5284,Amazing Mexican food!  I would recommend this place to all of my friends 6/5 stars!,1
5285,Wonderful tortas and great chocolate. Drinks are strong here as well.,1
5286,The Golden Eggplant sandwich is delicious! The cheesecake is amazing!!!!,1
5287,"Delicious tacos, portions (4 tacos/order) are generous, very tasty",1
5288,"Great breakfast in the morning with the family. Churros and chocolate, tortas and empanadas are awesome in this place.",1
5289,Saturday special Chilaquiles and the scramble eggs bowl with chorizo was delicioso!!!,1
5290,We've eaten at xoco several times and as always the food is excellent. Great tastes and enough of it.,1
5291,"Love the food, but it's always so hot in here so I get it to go usually.",1
5292,i absolutly loved the food it was rich and chewy.it was a very good taste. i loved it and so did my family.,1
5293,"Good food and good service. Just a bit of wait when it gets busy. Good for a quick, relatively inexpensive bite.",1
5294,"Line can be long at times but is well worth the wait. Excellent food, great customer service, very affordable prices.",1
5295,Fast and delicious. The rare quick service restaurant that succeeds in making you feel welcome.,1
5296,Interesting take on Mexican cuisine.  Enjoyed it very much.,1
5297,Food was fantastic and the service was great.,1
5298,Had the braised pork soup and 3 churros. They are just that good!,1
5299,"The caldos and sandwiches are worth the hype. Add some churros and drinks too. They are closed on Sundays, sadly.",1
5300,The carnitas tacos are amazing !,1
5301,Love this place. Good food and nice people. Small place and crowded but still love this place. I go there every weekend.,1
5302,"Great food, not terribly expensive when you consider the quality, and amazing hot chocolate!",1
5303,Awesome Mexican sandwiches. You can't go wrong. And get the churros!,1
5304,Disgusting food. Didn’t eat anything because it was gross and was hungry after. I wouldn’t recommend.,0
5305,The veggie torta was incredible. Relaxed atmosphere. Eat in or takeaway,1
5306,"It's pretty hard to go wrong with a Rock Bayless place but the tortas? My husband cannot stop talking about them,",1
5307,"what an efficient, fun, place with excellent food. Lots of heart and soul in this place and it's always packed. Love it!",1
5308,The most amazing torta ive ever had!! Definitely recommend the torta de milanesa.,1
5309,Went here on my eife's 25th birthday. The food was good but really expensive. Not tha t great.,1
5310,"This restaurant is amazing, it is clean, and the taste of the food is really good, you have to try torta ahoga 😋😋",1
5311,"If not for the great comfort food, come here for the churros.  There is quite a wait to get a spot here, especially during lunch time, so plan accordingly",1
5312,The seasonal options are always amazing.,1
5313,terrible place. bread damn near ripped my gum open and it looked expired. 0/10 do not recommend,0
5314,Great food and service.  Crowded but worth the wait.  Prices are good.  Would go again,1
5315,The food is great but I don't recommend dinning in during lunchtime. It gets a bit packed.,1
5316,The food is thoroughly consistent with everything one has come to expect of a Rick Bayless restaurant.,1
5317,A very unique twist on a classic dish. Great atmosphere and very affordable. Go. GO NOW,1
5318,Their hot chocolate... it's like drinking molten chocolate right from a chocolate volcano. It's good.,1
5319,EXCELLENT SPECIALTY TORTAS & MEXICAN HOT CHOCOLATE🔥🔥 oh and let's not forget the tasty churros too!,1
5320,"Great place for a quick lunch. Really delicious sandwiches, and the churros are a must!",1
5321,Food tastes decent & do not expect any good service from them. The ordering style is a bit different.,1
5322,Unique restaurant with unique food plus great service. Had a great breakfast experience.,1
5323,Their hot chocolate is good -- but making your own homemade stuff is better.,1
5324,"From the service to the food, it was nothing but amazing! Everything I tried was super delicious!!!",1
5325,Been there a few times and Everytime had wonderful times. Love the food.,1
5326,All I can say is AMAZING!!! Deliciousness to the extreme!!! Great spot to go w/ friends and family!,1
5327,Always a delicious meal. I recommend going on a nice day and sitting outside.,1
5328,Delicious and authentic Mexican tortas.,1
5329,"Ehhhh. Wasnt my speed but it wasn't bad.  Good service,  good wine.  Food was just ok",1
5330,"The tacos were OK, but there was a wait for the food and I only got 1/4 of a small cup of espresso!",0
5331,So much flavor! Good service and not too much of a wait for Friday night,1
5332,"Food very good , delicious
Margaritas awesome",1
5333,"Average and ""Agringado"" want to seems very traditional but not really.  Breakfast ends early.",1
5334,Great fast Mexican spot. Chocolate is epic and always need to order churros.,1
5335,"Long lines at Xoco made the food taste worse. Lovely place, but popularity makes for a harrowing experience.",1
5336,Delicious Carne Asada! Great atmosphere. More seating would be nice.,1
5337,Absolutely amazing experience!,1
5338,Amazing Tortas,1
5339,"If Gordon Ramsay started a Tex Mex restaurant, this would be it.",1
5340,Best food I've had in a long time. Super affordable.,1
5341,Customer service was amazing and the food even better. Definitely would recommend and come back soon!,1
5342,Party of 4.. Tacos all the way.. Short rib tacos were fabulous.. highly recommend,1
5343,"Fast and delicious sandwiches, churros, and happy hour margaritas, what's not to like!",1
5344,"Great mexican street food. Not as good selection as Frontera, but AWESOME hot chocolate.",1
5345,Great casual ding with up scale Mexican food. Always excellent food and service,1
5346,"wow, the food was absolutely baylessworthy but the wait and the shared table arrangement definitely affected my enjoyment. noisy!",1
5347,Great for sandwiches 🥪 loved the fried chicken one and guacamole dip 😊,1
5348,"Best handmade tortillas, staff was great. Food was fast too!!!!",1
5349,Great tacos and churros. Just a little expensive for the amount of food you get,1
5350,The food was great and the sweet/chocolate churro at the end was great too.,1
5351,Great food.... just wish they added more meat to their sandwiches !,1
5352,The milanesa is the best sandwich I've ever had,1
5353,Love love love the food. Good prices. A little small and often crowded.,1
5354,Hello late night awesomeness!! I cant get enough of this place! The drunks make it a little crowded but no worries.  Get to this place and quick!,1
5355,Tasty and good prices,1
5356,Service was excellent but the food was disappointingly bland for what it was supposed to be - a first for me in many visits to Bayless restaurants.,1
5357,I thought they have better food. Disappointed experience Rick.,0
5358,"Amazing tortas, really authentic! must try the torta ahogada, basically a sandwich within a soup!",1
5359,"clean, fast and friendly enviroment, spices were just great, cozy, kid friendly, easy on spices, great lunches",1
5360,"I like Rick Bayless food I really do, but some how that day the food wasn't the best, service not to great.
He needs to be there more often ....",1
5361,Delicious food and a fun atmosphere. The guacamole is amazing!,1
5362,Great happy hour specials.  Can't go wrong with anything on this menu.,1
5363,First time there. the food was simply excellent. Worth the price.,1
5364,This place is fun and delicious. The place gets pretty crowded so try to beat the rush.,1
5365,"Wow, everything here is amazing. Even the water is good! The pork belly chilaquiles, amazing!!!",1
5366,Free sparkling water! Unique. Recommend the hot chocolate and the churo with chocolate shot desert.,1
5367,"Greatest food in area.  Service with a smile
Fun little patio seating",1
5368,Had lunch there Thursday afternoon. It was yummy Yum!!!! Going again today....,1
5369,Churros and unbelievable chocolate sauce from freshly ground and roasted cacao beans.,1
5370,Have been there numerous times and have never been disappointed with the good or service. We saw Rick Bayless but he was very busy.,1
5371,Yummy,1
5372,Another fantastic restaurant by Rick Bayless. Breakfast and lunch shouldn't be missed -- neither should the churros.,1
5373,"Try the churro sandwich, margaritas and ohagada sandwich. Amazing!!",1
5374,Small shop so line ups might be an issue but their hot chocolates are to die for,1
5375,The churros and Agua del dia really hit the spot. Greeters were extremely friendly and helpful as well.,1
5376,"Excellent flavor, solid atmosphere but a little pricey. Still probably worth it.",1
5377,Great inexpensive Mexican eats,1
5378,Quick and fresh salads. Hit or miss sometimes but most of the time always good!,1
5379,Tortilla soup was excellent. A very generous portion.,1
5380,Food is delicious! I highly recommend,1
5381,"Fresh, crazy flavorful Mexican food. Friendly, fun atmosphere.",1
5382,Love Rick's other restaurants but felt like food was too salty and margaritas were too sour.,1
5383,Hands down best tortas I've ever had,1
5384,The churro sandwich was to die for! The margarita was amazing.,1
5385,"Great place - highly recommended. Open window space, food is amazing and has a natural vibe to it",1
